Province	Abbreviation	SummaryDate	TotalCases	DailyTotals	TotalRecovered	DailyRecovered	TotalDeaths	DailyDeaths	TotalTested	DailyTested	TotalActive	DailyActive	TotalHospitalized	DailyHospitalized	TotalICU	DailyICU	TotalVaccinated	DailyVaccinated	TotalDose1	DailyDose1	TotalDose2	DailyDose2	TotalBooster	DailyBooster
ALBERTA	AB	07/01/2022	395252	6257	348500	2738	3338	2	6480159	16279	43414	3517	504	6	64	0	7825022	30942	3514173	2609	3223444	1793	1087405	26540
MANITOBA	MB	07/01/2022	94850	3263	68847	-55	1408	0	1311112	5630	24595	3318	257	35	33	1	2548223	14920	1133310	1019	1041044	592	373869	13309
QUEBEC	QC	07/01/2022	712358	16176	577427	14712	11873	27	15246492	61305	123058	1437	2133	180	229	22	15503396	103969	7186201	3178	6578460	3217	1733122	97206
ONTARIO	ON	07/01/2022	853270	11899	707732	11946	10315	43	21669405	61137	135223	-90	2472	193	338	19	28140051	194093	12260375	10652	11454222	9039	4406948	174276
NORTHWEST TERRITORIES	NT	07/01/2022	2801	149	2121	8	12	0	38672	134	668	141	0	0	0	0	92956	0	40149	0	36943	0	15864	0
REPATRIATED CDN	RC	07/01/2022	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	07/01/2022	2482142	44320	2063334	32766	30668	84	54259478	175725	387092	11380	5943	448	793	40	70296553	422479	31717177	23591	29382076	18608	9102762	379786
NUNAVUT	NU	08/01/2022	977	0	699	0	4	0	26544	0	274	0	0	0	0	0	55740	0	30908	0	24832	0	0	0
YUKON	YT	08/01/2022	2125	0	1793	0	15	0	27088	0	329	0	0	0	0	0	85051	0	36871	0	34255	0	13925	0
PRINCE EDWARD ISLAND	PE	08/01/2022	2573	110	916	0	0	0	248361	0	1550	0	2	0	1	0	302771	0	144581	0	134316	0	23995	0
NEWFOUNDLAND AND LABRADOR	NL	08/01/2022	7537	0	3139	0	21	0	419548	0	4370	0	4	0	0	0	1027869	23137	487640	1258	448392	582	0	0
NEW BRUNSWICK	NB	08/01/2022	20278	421	12207	80	171	1	636714	2346	7898	340	80	11	17	0	1488815	7764	680639	746	623892	264	184284	6754
BRITISH COLUMBIA	BC	08/01/2022	276875	0	240198	0	2439	0	5191717	0	33184	0	349	0	93	0	9604331	0	4391912	0	4123009	0	1089410	0
NOVA SCOTIA	NS	08/01/2022	25088	1145	17216	0	112	0	1617039	0	6615	0	48	0	7	0	1842770	0	866064	0	796012	0	180694	0
SASKATCHEWAN	SK	08/01/2022	90765	944	82907	301	961	0	1352483	3510	6897	643	114	9	13	2	1813493	3034	947456	1098	866037	1936	0	0
ALBERTA	AB	08/01/2022	395252	0	348500	0	3338	0	6480159	0	43414	0	504	0	64	0	7825022	0	3514173	0	3223444	0	1087405	0
MANITOBA	MB	08/01/2022	94850	0	68847	0	1408	0	1311112	0	24595	0	257	0	33	0	2548223	0	1133310	0	1041044	0	373869	0
QUEBEC	QC	08/01/2022	712358	0	577427	0	11873	0	15246492	0	123058	0	2133	0	229	0	15503396	0	7186201	0	6578460	0	1733122	0
ONTARIO	ON	08/01/2022	866632	13362	719739	12007	10345	30	21725105	55700	136548	1325	2594	122	385	47	28324152	184101	12271504	11129	11462390	8168	4571616	164668
NORTHWEST TERRITORIES	NT	08/01/2022	2801	0	2121	0	12	0	38672	0	668	0	0	0	0	0	92956	0	40149	0	36943	0	15864	0
REPATRIATED CDN	RC	08/01/2022	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	08/01/2022	2498124	15982	2075722	12388	30699	31	54321034	61556	389400	2308	6085	142	842	49	70514589	218036	31731408	14231	29393026	10950	9274184	171422
NUNAVUT	NU	09/01/2022	977	0	699	0	4	0	26544	0	274	0	0	0	0	0	55740	0	30908	0	24832	0	0	0
YUKON	YT	09/01/2022	2125	0	1793	0	15	0	27088	0	329	0	0	0	0	0	85051	0	36871	0	34255	0	13925	0
PRINCE EDWARD ISLAND	PE	09/01/2022	2573	0	916	0	0	0	248361	0	1550	0	2	0	1	0	302771	0	144581	0	134316	0	23995	0
NEWFOUNDLAND AND LABRADOR	NL	09/01/2022	7537	0	3139	0	21	0	419548	0	4370	0	4	0	0	0	1027869	0	487640	0	448392	0	0	0
NEW BRUNSWICK	NB	09/01/2022	20479	201	12372	165	172	1	637768	1054	7933	35	79	-1	16	-1	1496423	7608	681284	645	624172	280	190967	6683
BRITISH COLUMBIA	BC	09/01/2022	276875	0	240198	0	2439	0	5191717	0	33184	0	349	0	93	0	9604331	0	4391912	0	4123009	0	1089410	0
NOVA SCOTIA	NS	09/01/2022	25925	837	17216	0	112	0	1617039	0	6615	0	48	0	7	0	1842770	0	866064	0	796012	0	180694	0
SASKATCHEWAN	SK	09/01/2022	91860	1095	83481	574	961	0	1356321	3838	7418	521	119	5	13	0	1815461	1968	948194	738	867267	1230	0	0
ALBERTA	AB	09/01/2022	395252	0	348500	0	3338	0	6480159	0	43414	0	504	0	64	0	7825022	0	3514173	0	3223444	0	1087405	0
MANITOBA	MB	09/01/2022	94850	0	68847	0	1408	0	1311112	0	24595	0	257	0	33	0	2548223	0	1133310	0	1041044	0	373869	0
QUEBEC	QC	09/01/2022	712358	0	577427	0	11873	0	15246492	0	123058	0	2133	0	229	0	15503396	0	7186201	0	6578460	0	1733122	0
ONTARIO	ON	09/01/2022	878591	11959	730403	10664	10366	21	21774547	49442	137822	1274	2419	-175	412	27	28457813	133661	12282507	11003	11469856	7466	4686745	115129
NORTHWEST TERRITORIES	NT	09/01/2022	2801	0	2121	0	12	0	38672	0	668	0	0	0	0	0	92956	0	40149	0	36943	0	15864	0
REPATRIATED CDN	RC	09/01/2022	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	09/01/2022	2512216	14092	2087125	11403	30721	22	54375368	54334	391230	1830	5914	-171	868	26	70657826	143237	31743794	12386	29402002	8976	9395996	121812
NUNAVUT	NU	10/01/2022	1028	51	809	110	4	0	26983	439	215	-59	0	0	0	0	56225	485	31227	319	24998	166	0	0
YUKON	YT	10/01/2022	2322	197	1960	167	15	0	27464	376	385	56	0	0	0	0	85989	938	37042	171	34319	64	14628	703
PRINCE EDWARD ISLAND	PE	10/01/2022	2893	320	1376	460	0	0	248680	319	1517	-33	5	3	1	0	302771	0	144581	0	134316	0	23995	0
NEWFOUNDLAND AND LABRADOR	NL	10/01/2022	9451	1914	3466	327	23	2	433918	14370	5955	1585	4	0	0	0	1027869	0	487640	0	448392	0	0	0
NEW BRUNSWICK	NB	10/01/2022	20699	220	12857	485	172	0	639488	1720	7668	-265	86	7	13	-3	1500679	4256	681578	294	624285	113	194816	3849
BRITISH COLUMBIA	BC	10/01/2022	283841	6966	243953	3755	2446	7	5230482	38765	34551	1367	431	82	95	2	9728199	123868	4404509	12597	4125820	2811	1197870	108460
NOVA SCOTIA	NS	10/01/2022	26741	816	19721	2505	114	2	1632780	15741	6906	291	59	11	2	-5	1856028	13258	866064	0	796012	0	180694	0
SASKATCHEWAN	SK	10/01/2022	92940	1080	84229	748	961	0	1359982	3661	7750	332	119	0	11	-2	1817550	2089	948915	721	868635	1368	314597	314597
ALBERTA	AB	10/01/2022	412829	17577	352153	3653	3344	6	6525425	45266	57332	13918	635	131	72	8	7900731	75709	3521220	7047	3228081	4637	1151430	64025
MANITOBA	MB	10/01/2022	101933	7083	68888	41	1427	19	1325149	14037	31618	7023	341	84	38	5	2577618	29395	1135300	1990	1042032	988	400286	26417
QUEBEC	QC	10/01/2022	749866	37508	631650	54223	11966	93	15399511	153019	106250	-16808	2554	421	248	19	15752494	249098	7196989	10788	6584870	6410	1964071	230949
ONTARIO	ON	10/01/2022	888297	9706	737396	6993	10378	12	21815239	40692	140523	2701	2419	0	412	0	28551554	93741	12288683	6176	11474711	4855	4769378	82633
NORTHWEST TERRITORIES	NT	10/01/2022	3107	306	2223	102	12	0	38952	280	872	204	0	0	0	0	93926	970	40285	136	37022	79	16619	755
REPATRIATED CDN	RC	10/01/2022	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	10/01/2022	2595960	83744	2160694	73569	30862	141	54704053	328685	401542	10312	6653	739	892	24	71251633	593807	31784033	40239	29423493	21491	10228384	832388
NUNAVUT	NU	11/01/2022	1033	5	835	26	4	0	27061	78	192	-23	0	0	0	0	56225	0	31227	0	24998	0	0	0
YUKON	YT	11/01/2022	2322	0	2016	56	15	0	27638	174	456	71	0	0	0	0	85989	0	37042	0	34319	0	14628	0
PRINCE EDWARD ISLAND	PE	11/01/2022	3197	304	1503	127	0	0	248680	0	1694	177	6	1	1	0	307402	4631	144764	183	134348	32	28278	4283
NEWFOUNDLAND AND LABRADOR	NL	11/01/2022	10201	750	3960	494	23	0	438960	5042	6211	256	5	1	0	0	1027869	0	487640	0	448392	0	0	0
NEW BRUNSWICK	NB	11/01/2022	20890	191	13368	511	173	1	642145	2657	7347	-321	88	2	14	1	1505474	4795	681870	292	624507	222	199097	4281
BRITISH COLUMBIA	BC	11/01/2022	286080	2239	244551	598	2449	3	5242905	12423	36087	1536	469	38	97	2	9775058	46859	4407433	2924	4127184	1364	1240441	42571
NOVA SCOTIA	NS	11/01/2022	27357	616	20446	725	115	1	1636635	3855	6796	-110	58	-1	4	2	1870346	14318	866064	0	796012	0	180694	0
SASKATCHEWAN	SK	11/01/2022	94080	1140	84890	661	961	0	1363519	3537	8229	479	121	2	11	0	1818851	1301	949310	395	869541	906	365082	50485
ALBERTA	AB	11/01/2022	417533	4704	355568	3415	3352	8	6537744	12319	58613	1281	708	73	80	8	7927682	26951	3523652	2432	3230037	1956	1173993	22563
MANITOBA	MB	11/01/2022	103935	2002	68892	4	1426	-1	1330253	5104	33617	1999	381	40	41	3	2588341	10723	1136019	719	1042630	598	409692	9406
QUEBEC	QC	11/01/2022	758576	8710	646100	14450	12028	62	15438668	39157	100448	-5802	2742	188	255	7	15853252	100758	7199686	2697	6586851	1981	2059684	95613
ONTARIO	ON	11/01/2022	896248	7951	747289	9893	10399	21	21860690	45451	138560	-1963	3220	801	477	65	28693247	141693	12296949	8266	11482911	8200	4894431	125053
NORTHWEST TERRITORIES	NT	11/01/2022	3322	215	2285	62	12	0	39011	59	1025	153	0	0	0	0	93926	0	40285	0	37022	0	16619	0
REPATRIATED CDN	RC	11/01/2022	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	11/01/2022	2624787	28827	2191716	31022	30957	95	54833909	129856	399275	-2267	7798	1145	980	88	71603662	352029	31801941	17908	29438752	15259	10582639	354255
NUNAVUT	NU	12/01/2022	1036	3	846	11	4	0	27138	77	186	-6	0	0	0	0	56225	0	31227	0	24998	0	0	0
YUKON	YT	12/01/2022	2515	193	2071	55	15	0	27796	158	471	15	0	0	0	0	86912	923	37101	59	34371	52	15440	812
PRINCE EDWARD ISLAND	PE	12/01/2022	3427	230	1505	2	0	0	248680	0	1922	228	7	1	1	0	307402	0	144764	0	134483	135	28278	0
NEWFOUNDLAND AND LABRADOR	NL	12/01/2022	10931	730	4458	498	23	0	443284	4324	6443	232	7	2	0	0	1050511	22642	488585	945	448918	526	0	0
NEW BRUNSWICK	NB	12/01/2022	21249	359	14015	647	174	1	644182	2037	7058	-289	94	6	10	-4	1513817	8343	682506	636	624888	381	206423	7326
BRITISH COLUMBIA	BC	12/01/2022	288692	2612	246693	2142	2455	6	5257817	14912	36394	307	500	31	102	5	9834018	58960	4410626	3193	4129019	1835	1294373	53932
NOVA SCOTIA	NS	12/01/2022	28194	837	21210	764	117	2	1641822	5187	6867	71	65	7	5	1	1887927	17581	866064	0	796012	0	180694	0
SASKATCHEWAN	SK	12/01/2022	95174	1094	85507	617	961	0	1367110	3591	8706	477	121	0	9	-2	1821068	2217	950111	801	870957	1416	365082	0
ALBERTA	AB	12/01/2022	424322	6789	359726	4158	3367	15	6555627	17883	61229	2616	748	40	82	2	7954703	27021	3526194	2542	3232128	2091	1196381	22388
MANITOBA	MB	12/01/2022	105406	1471	68929	37	1429	3	1333831	3578	35048	1431	419	38	45	4	2601144	12803	1137091	1072	1043331	701	420722	11030
QUEBEC	QC	12/01/2022	766927	8351	657224	11124	12080	52	15477009	38341	97623	-2825	2877	135	263	8	15964285	111033	7202759	3073	6588883	2032	2165214	105530
ONTARIO	ON	12/01/2022	906031	9783	763398	16109	10445	46	21917110	56420	132188	-6372	3448	228	505	28	28853124	159877	12307610	10661	11493087	10176	5033258	138827
NORTHWEST TERRITORIES	NT	12/01/2022	3467	145	2310	25	12	0	39135	124	1145	120	0	0	0	0	93926	0	40285	0	37022	0	16619	0
REPATRIATED CDN	RC	12/01/2022	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	12/01/2022	2657384	32597	2227905	36189	31082	125	54980541	146632	395280	-3995	8286	488	1022	42	72025062	421400	31824923	22982	29458097	19345	10922484	339845
NUNAVUT	NU	13/01/2022	1048	12	872	26	4	0	27246	108	172	-14	0	0	0	0	56225	0	31227	0	24998	0	0	0
YUKON	YT	13/01/2022	2571	56	2133	62	15	0	27911	115	473	2	0	0	0	0	86912	0	37101	0	34371	0	15440	0
PRINCE EDWARD ISLAND	PE	13/01/2022	3427	0	1505	0	0	0	248680	0	1922	0	7	0	1	0	314880	7478	146048	1284	134681	198	34273	5995
NEWFOUNDLAND AND LABRADOR	NL	13/01/2022	11617	686	5456	998	23	0	447206	3922	6131	-312	8	1	0	0	1050511	0	488585	0	448918	0	0	0
NEW BRUNSWICK	NB	13/01/2022	21553	304	14760	745	178	4	646802	2620	6613	-445	104	10	9	-1	1523620	9803	683142	636	625247	359	215231	8808
BRITISH COLUMBIA	BC	13/01/2022	291246	2554	249458	2765	2462	7	5272664	14847	36049	-345	534	34	102	0	9897611	63593	4413924	3298	4131070	2051	1352617	58244
NOVA SCOTIA	NS	13/01/2022	28736	542	21999	789	117	0	1646276	4454	6620	-247	59	-6	7	2	1906023	18096	866064	0	796012	0	180694	0
SASKATCHEWAN	SK	13/01/2022	96125	951	85912	405	961	0	1370429	3319	9252	546	123	2	11	2	1823798	2730	951065	954	872733	1776	365082	0
ALBERTA	AB	13/01/2022	430332	6010	364224	4498	3375	8	6570115	14488	62733	1504	786	38	79	-3	7981543	26840	3529021	2827	3234328	2200	1218194	21813
MANITOBA	MB	13/01/2022	106627	1221	69102	173	1438	9	1337097	3266	36087	1039	463	44	45	0	2601144	0	1138106	1015	1044014	683	431001	10279
QUEBEC	QC	13/01/2022	775720	8793	670356	13132	12125	45	15520247	43238	93239	-4384	2994	117	272	9	16080391	116106	7207370	4611	6591489	2606	2273530	108316
ONTARIO	ON	13/01/2022	915940	9909	783214	19816	10480	35	21975941	58831	122246	-9942	3630	182	500	-5	29017284	164160	12319449	11839	11504282	11195	5174098	140840
NORTHWEST TERRITORIES	NT	13/01/2022	3587	120	2357	47	12	0	39177	42	1218	73	0	0	0	0	93926	0	40285	0	37022	0	16619	0
REPATRIATED CDN	RC	13/01/2022	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	13/01/2022	2688542	31158	2271361	43456	31190	108	55129791	149250	382755	-12525	8708	422	1026	4	72433868	408806	31851387	26464	29479165	21068	11276779	354295
NUNAVUT	NU	14/01/2022	1055	7	923	51	4	0	27304	58	128	-44	0	0	0	0	56225	0	31227	0	24998	0	0	0
YUKON	YT	14/01/2022	2638	67	2210	77	15	0	28024	113	459	-14	0	0	0	0	87871	959	37157	56	34440	69	16274	834
PRINCE EDWARD ISLAND	PE	14/01/2022	3861	434	1867	362	2	2	248680	0	1994	72	7	0	1	0	314880	0	146048	0	134681	0	34273	0
NEWFOUNDLAND AND LABRADOR	NL	14/01/2022	12092	475	6485	1029	24	1	450158	2952	5583	-548	8	0	0	0	1079472	28961	489978	1393	449755	837	0	0
NEW BRUNSWICK	NB	14/01/2022	21979	426	15582	822	182	4	649735	2933	6213	-400	103	-1	11	2	1533010	9390	683612	470	625621	374	223777	8546
BRITISH COLUMBIA	BC	14/01/2022	293521	2275	251846	2388	2468	6	5286492	13828	35943	-106	646	112	95	-7	9962096	64485	4416956	3032	4132647	1577	1412493	59876
NOVA SCOTIA	NS	14/01/2022	29627	891	22862	863	117	0	1651485	5209	6648	28	57	-2	10	3	1925970	19947	869349	3285	797605	1593	259016	78322
SASKATCHEWAN	SK	14/01/2022	97545	1420	86259	347	961	0	1374825	4396	10325	1073	131	8	8	-3	1826474	2676	952145	1080	874329	1596	365082	0
ALBERTA	AB	14/01/2022	436495	6163	368986	4762	3380	5	6586755	16640	64129	1396	822	36	81	2	8007767	26224	3531731	2710	3236573	2245	1239463	21269
MANITOBA	MB	14/01/2022	107838	1211	69075	-27	1443	5	1340360	3263	37320	1233	481	18	43	-2	2624569	23425	1139021	915	1044743	729	440805	9804
QUEBEC	QC	14/01/2022	783102	7382	689848	19492	12193	68	15562797	42550	81061	-12178	3085	91	275	3	16195112	114721	7211592	4222	6594615	3126	2380321	106791
ONTARIO	ON	14/01/2022	926904	10964	804886	21672	10522	42	22033972	58031	111496	-10750	3814	184	527	27	29180320	163036	12333169	13720	11517048	12766	5310425	136327
NORTHWEST TERRITORIES	NT	14/01/2022	3741	154	2435	78	12	0	39230	53	1294	76	0	0	0	0	93926	0	40285	0	37022	0	16619	0
REPATRIATED CDN	RC	14/01/2022	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	14/01/2022	2720411	31869	2323277	51916	31323	133	55279817	150026	362593	-20162	9154	446	1051	25	72887692	453824	31882270	30883	29504077	24912	11698548	421769
NUNAVUT	NU	15/01/2022	1055	0	923	0	4	0	27304	0	128	0	0	0	0	0	56225	0	31227	0	24998	0	0	0
YUKON	YT	15/01/2022	2638	0	2210	0	15	0	28024	0	459	0	0	0	0	0	87871	0	37157	0	34440	0	16274	0
PRINCE EDWARD ISLAND	PE	15/01/2022	4170	309	2087	220	2	0	248680	0	2081	87	5	-2	0	-1	314880	0	146048	0	134681	0	34273	0
NEWFOUNDLAND AND LABRADOR	NL	15/01/2022	12092	0	6485	0	24	0	450158	0	5583	0	8	0	0	0	1079472	0	489978	0	449755	0	0	0
NEW BRUNSWICK	NB	15/01/2022	22388	409	16577	995	183	1	652122	2387	5626	-587	113	10	12	1	1542072	9062	683968	356	625907	286	232197	8420
BRITISH COLUMBIA	BC	15/01/2022	293521	0	251846	0	2468	0	5286492	0	35943	0	646	0	95	0	9962096	0	4416956	0	4132647	0	1412493	0
NOVA SCOTIA	NS	15/01/2022	30254	627	22862	0	117	0	1651485	0	6648	0	58	1	10	0	1925970	0	869349	0	797605	0	259016	0
SASKATCHEWAN	SK	15/01/2022	98699	1154	86815	556	961	0	1378249	3424	10923	598	150	19	11	3	1829537	3063	953400	1255	876137	1808	365082	0
ALBERTA	AB	15/01/2022	436495	0	368986	0	3380	0	6586755	0	64129	0	822	0	81	0	8007767	0	3531731	0	3236573	0	1239463	0
MANITOBA	MB	15/01/2022	107838	0	69075	0	1443	0	1340360	0	37320	0	481	0	43	0	2624569	0	1139021	0	1044743	0	440805	0
QUEBEC	QC	15/01/2022	783102	0	689848	0	12193	0	15562797	0	81061	0	3085	0	275	0	16195112	0	7211592	0	6594615	0	2380321	0
ONTARIO	ON	15/01/2022	937636	10732	827756	22870	10565	43	22090290	56318	99315	-12181	3957	143	558	31	29337677	157357	12346218	13049	11530464	13416	5440984	130559
NORTHWEST TERRITORIES	NT	15/01/2022	3741	0	2435	0	12	0	39230	0	1294	0	0	0	0	0	93926	0	40285	0	37022	0	16619	0
REPATRIATED CDN	RC	15/01/2022	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	15/01/2022	2733642	13231	2347918	24641	31367	44	55341946	62129	350510	-12083	9325	171	1085	34	73057174	169482	31896930	14660	29519587	15510	11837527	138979
NUNAVUT	NU	16/01/2022	1055	0	923	0	4	0	27304	0	128	0	0	0	0	0	56225	0	31227	0	24998	0	0	0
YUKON	YT	16/01/2022	2638	0	2210	0	15	0	28024	0	459	0	0	0	0	0	87871	0	37157	0	34440	0	16274	0
PRINCE EDWARD ISLAND	PE	16/01/2022	4170	0	2087	0	2	0	248680	0	2081	0	5	0	0	0	314880	0	146048	0	134681	0	34273	0
NEWFOUNDLAND AND LABRADOR	NL	16/01/2022	12092	0	6485	0	24	0	450158	0	5583	0	8	0	0	0	1079472	0	489978	0	449755	0	0	0
NEW BRUNSWICK	NB	16/01/2022	22768	380	17314	737	187	4	653972	1850	5265	-361	115	2	14	2	1542072	0	683968	0	625907	0	232197	0
BRITISH COLUMBIA	BC	16/01/2022	293521	0	251846	0	2468	0	5286492	0	35943	0	646	0	95	0	9962096	0	4416956	0	4132647	0	1412493	0
NOVA SCOTIA	NS	16/01/2022	30950	696	22862	0	117	0	1651485	0	6648	0	68	10	10	0	1925970	0	869349	0	797605	0	259016	0
SASKATCHEWAN	SK	16/01/2022	100173	1474	87747	932	961	0	1382287	4038	11465	542	162	12	12	1	1831682	2145	954245	845	877437	1300	365082	0
ALBERTA	AB	16/01/2022	436495	0	368986	0	3380	0	6586755	0	64129	0	822	0	81	0	8007767	0	3531731	0	3236573	0	1239463	0
MANITOBA	MB	16/01/2022	107838	0	69075	0	1443	0	1340360	0	37320	0	481	0	43	0	2624569	0	1139021	0	1044743	0	440805	0
QUEBEC	QC	16/01/2022	783102	0	689848	0	12193	0	15562797	0	81061	0	3085	0	275	0	16195112	0	7211592	0	6594615	0	2380321	0
ONTARIO	ON	16/01/2022	948086	10450	843073	15317	10605	40	22142966	52676	94408	-4907	3595	-362	579	21	29455129	117452	12357689	11471	11541311	10847	5535996	95012
NORTHWEST TERRITORIES	NT	16/01/2022	3741	0	2435	0	12	0	39230	0	1294	0	0	0	0	0	93926	0	40285	0	37022	0	16619	0
REPATRIATED CDN	RC	16/01/2022	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	16/01/2022	2746642	13000	2364904	16986	31411	44	55400510	58564	345784	-4726	8987	-338	1109	24	73176771	119597	31909246	12316	29531734	12147	11932539	95012
NUNAVUT	NU	17/01/2022	1195	140	923	0	4	0	27614	310	128	0	0	0	0	0	56621	396	31623	396	24998	0	0	0
YUKON	YT	17/01/2022	2720	82	2417	207	15	0	28219	195	351	-108	0	0	0	0	88551	680	37179	22	34494	54	16878	604
PRINCE EDWARD ISLAND	PE	17/01/2022	4401	231	2467	380	2	0	248680	0	1934	-147	7	2	1	1	314880	0	146048	0	134681	0	34273	0
NEWFOUNDLAND AND LABRADOR	NL	17/01/2022	13032	940	7670	1185	26	2	457207	7049	5325	-258	15	7	0	0	1079472	0	489978	0	449755	0	0	0
NEW BRUNSWICK	NB	17/01/2022	23173	405	18068	754	189	2	655924	1952	4914	-351	113	-2	16	2	1542072	0	683968	0	625907	0	232197	0
BRITISH COLUMBIA	BC	17/01/2022	299146	5625	257677	5831	2490	22	5322413	35921	35985	42	819	173	99	4	10108113	146017	4427370	10414	4136002	3355	1544741	132248
NOVA SCOTIA	NS	17/01/2022	31445	495	25588	2726	121	4	1661750	10265	5736	-912	73	5	13	3	1950167	24197	870443	1094	797862	257	281862	22846
SASKATCHEWAN	SK	17/01/2022	101537	1364	88934	1187	961	0	1385661	3374	11642	177	167	5	13	1	1833214	1532	954840	595	878374	937	365082	0
ALBERTA	AB	17/01/2022	452381	15886	376610	7624	3403	23	6629848	43093	72368	8239	1007	185	94	13	8071666	63899	3539316	7585	3242250	5677	1290100	50637
MANITOBA	MB	17/01/2022	110593	2755	69169	94	1463	20	1349310	8950	39961	2641	569	88	45	2	2652812	28243	1141729	2708	1046612	1869	464471	23666
QUEBEC	QC	17/01/2022	801153	18051	734650	44802	12364	171	15682022	119225	54139	-26922	3381	296	286	11	16482677	287565	7226817	15225	6604882	10267	2641110	260789
ONTARIO	ON	17/01/2022	956607	8521	851365	8292	10628	23	22180025	37059	94614	206	3887	292	578	-1	29522313	67184	12364589	6900	11548371	7060	5589136	53140
NORTHWEST TERRITORIES	NT	17/01/2022	4055	314	2845	410	13	1	39312	82	1197	-97	0	0	0	0	94939	1013	40445	160	37132	110	17362	743
REPATRIATED CDN	RC	17/01/2022	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	17/01/2022	2801451	54809	2438396	73492	31679	268	55667985	267475	328294	-17490	10038	1051	1145	36	73797497	620726	31954345	45099	29561320	29586	12477212	544673
NUNAVUT	NU	18/01/2022	1222	27	1040	117	5	1	27614	0	177	49	0	0	0	0	56820	199	31623	0	25197	199	0	0
YUKON	YT	18/01/2022	2747	27	2490	73	15	0	28316	97	306	-45	0	0	0	0	88551	0	37179	0	34494	0	16878	0
PRINCE EDWARD ISLAND	PE	18/01/2022	4808	407	2592	125	2	0	248680	0	2214	280	8	1	4	3	319674	4794	146415	367	134854	173	38527	4254
NEWFOUNDLAND AND LABRADOR	NL	18/01/2022	13327	295	10123	2453	28	2	458633	1426	3166	-2159	14	-1	0	0	1100579	21107	491385	1407	450386	631	0	0
NEW BRUNSWICK	NB	18/01/2022	23503	330	18741	673	192	3	659205	3281	4568	-346	113	0	15	-1	1557069	14997	685080	1112	626408	501	245581	13384
BRITISH COLUMBIA	BC	18/01/2022	301178	2032	258417	740	2492	2	5332975	10562	37224	1239	854	35	112	13	10158329	50216	4429074	1704	4137178	1176	1592077	47336
NOVA SCOTIA	NS	18/01/2022	31860	415	26227	639	122	1	1665308	3558	5511	-225	73	0	15	2	1963429	13262	870824	381	798061	199	294544	12682
SASKATCHEWAN	SK	18/01/2022	102641	1104	89899	965	961	0	1389323	3662	11781	139	189	22	18	5	1834160	946	955127	287	879033	659	405845	40763
ALBERTA	AB	18/01/2022	455660	3279	382025	5415	3412	9	6637408	7560	70223	-2145	1089	82	104	10	8071666	0	3539316	0	3242250	0	1290100	0
MANITOBA	MB	18/01/2022	111432	839	69161	-8	1466	3	1351938	2628	40805	844	588	19	46	1	2662274	9462	1142336	607	1047214	602	472724	8253
QUEBEC	QC	18/01/2022	806296	5143	742354	7704	12453	89	15711064	29042	51489	-2650	3417	36	289	3	16576407	93730	7229176	2359	6607059	2177	2729806	88696
ONTARIO	ON	18/01/2022	963693	7086	861554	10189	10666	38	22211380	31355	91473	-3141	4183	296	580	2	29561731	39418	12368054	3465	11552007	3636	5621312	32176
NORTHWEST TERRITORIES	NT	18/01/2022	4234	179	3034	189	13	0	39347	35	1187	-10	0	0	0	0	94939	0	40445	0	37132	0	17362	0
REPATRIATED CDN	RC	18/01/2022	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANADA	CA	18/01/2022	2822614	21163	2467670	29274	31827	148	55761191	93206	320124	-8170	10528	490	1183	38	74045628	248131	31966034	11689	29571273	9953	12724756	247544
NUNAVUT	NU	19/01/2022	1242	20	1047	7	5	0	27614	0	190	13	0	0	0	0	56820	0	31623	0	25197	0	0	0
YUKON	YT	19/01/2022	2782	35	2538	48	15	0	28409	93	298	-8	0	0	0	0	88855	304	37210	31	34514	20	17131	253
PRINCE EDWARD ISLAND	PE	19/01/2022	5112	304	2598	6	3	1	249351	671	2514	300	10	2	3	-1	319674	0	146415	0	134854	0	38527	0
NEWFOUNDLAND AND LABRADOR	NL	19/01/2022	13838	511	10594	471	28	0	461082	2449	3205	39	18	4	0	0	1100579	0	491385	0	450386	0	0	0
NEW BRUNSWICK	NB	19/01/2022	24001	498	19507	766	196	4	662339	3134	4296	-272	123	10	11	-4	1565102	8033	685661	581	626690	282	252751	7170
